Lease_ID,Property_ID,Tenant_Name,Suite,SF,Rent_PSF_Monthly,Annual_Rent,Escalation_Rate,Lease_Start,Lease_Expiration,Lease_Type
HRE-1064-P8-L7,HRE-1064-P8,Baird-Johnson,160,1586,2.71,51576,0.02,2024-07-24,2029-03-20,NNN
HRE-1064-P8-L8,HRE-1064-P8,"Thompson, Fields and King",170,1148,3.44,47389,0.025,2024-07-24,2029-01-19,NNN
HRE-1064-P8-L9,HRE-1064-P8,Jefferson-Poole,180,1384,2.32,38530,0.03,2024-07-24,2027-01-30,NNN
HRE-1065-P1-L1,HRE-1065-P1,Smith-Evans,100,16288,3.84,750551,0.0,2024-07-24,2026-12-01,NNN
HRE-1065-P1-L2,HRE-1065-P1,Davis-Bates,110,13176,3.71,586595,0.02,2024-07-24,2028-03-25,NNN
HRE-1065-P1-L3,HRE-1065-P1,Copeland Group,120,16193,2.96,575175,0.025,2024-07-24,2029-07-18,NNN
HRE-1066-P1-L1,HRE-1066-P1,Rose-Wong,100,15513,3.27,608730,0.0,2024-07-24,2030-04-14,NNN
HRE-1066-P1-L2,HRE-1066-P1,Conley LLC,110,13380,2.92,468835,0.03,2024-07-24,2030-06-13,NNN
HRE-1066-P1-L3,HRE-1066-P1,Cook-Smith,120,15130,3.76,682665,0.025,2024-07-24,2026-07-04,NNN
HRE-1066-P1-L4,HRE-1066-P1,"Thompson, Lopez and Schroeder",130,16501,2.34,463348,0.03,2024-07-24,2028-04-24,NNN
HRE-1067-P1-L1,HRE-1067-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,1180794,0.02,2023-10-10,2034-08-03,Master Lease
HRE-1068-P1-L1,HRE-1068-P1,Long Ltd,100,4337,3.56,185276,0.03,2024-07-24,2026-06-04,NNN
HRE-1068-P1-L2,HRE-1068-P1,Ellis-Ibarra,110,3820,3.26,149438,0.03,2024-07-24,2027-03-31,NNN
HRE-1068-P1-L3,HRE-1068-P1,Benton-Johnson,120,4481,2.33,125288,0.025,2024-07-24,2027-11-26,NNN
HRE-1068-P1-L4,HRE-1068-P1,"Ortiz, Gutierrez and Martinez",130,5019,3.64,219229,0.0,2024-07-24,2027-05-30,NNN
HRE-1068-P1-L5,HRE-1068-P1,Russell Group,140,3688,3.25,143832,0.03,2024-07-24,2030-01-14,NNN
HRE-1068-P1-L6,HRE-1068-P1,Johnson Group,150,4518,2.9,157226,0.025,2024-07-24,2028-08-22,NNN
HRE-1069-P1-L1,HRE-1069-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,2851724,0.02,2024-07-28,2035-05-22,Master Lease
HRE-1070-P1-L1,HRE-1070-P1,Beacon Capital OpCo,Entire Facility,0,0.0,886458,0.02,2024-07-11,2035-05-05,Master Lease
HRE-1070-P2-L1,HRE-1070-P2,Beacon Capital OpCo,Entire Facility,0,0.0,794004,0.02,2024-07-11,2035-05-05,Master Lease
HRE-1070-P3-L1,HRE-1070-P3,Beacon Capital OpCo,Entire Facility,0,0.0,1172001,0.02,2024-07-11,2035-05-05,Master Lease
HRE-1070-P4-L1,HRE-1070-P4,Beacon Capital OpCo,Entire Facility,0,0.0,575743,0.02,2024-07-11,2035-05-05,Master Lease
HRE-1070-P5-L1,HRE-1070-P5,Beacon Capital OpCo,Entire Facility,0,0.0,369422,0.02,2024-07-11,2035-05-05,Master Lease
HRE-1070-P6-L1,HRE-1070-P6,Beacon Capital OpCo,Entire Facility,0,0.0,344285,0.02,2024-07-11,2035-05-05,Master Lease
HRE-1071-P1-L1,HRE-1071-P1,Jackson-Cherry,100,3039,2.77,101016,0.02,2024-07-24,2029-10-16,NNN
HRE-1071-P1-L2,HRE-1071-P1,Salas Inc,110,3014,2.28,82463,0.02,2024-07-24,2028-03-25,NNN
HRE-1071-P1-L3,HRE-1071-P1,"Dickerson, Shaw and Diaz",120,3072,3.27,120545,0.025,2024-07-24,2026-12-31,NNN
HRE-1071-P1-L4,HRE-1071-P1,"Hancock, Baker and Farmer",130,3811,3.1,141769,0.025,2024-07-24,2029-12-15,NNN
HRE-1071-P1-L5,HRE-1071-P1,Forbes-Jones,140,4352,3.13,163461,0.02,2024-07-24,2029-04-19,NNN
HRE-1071-P1-L6,HRE-1071-P1,"Baker, Martin and Avila",150,3059,3.99,146464,0.03,2024-07-24,2030-11-10,NNN
HRE-1071-P1-L7,HRE-1071-P1,Hill and Sons,160,3826,2.08,95496,0.02,2024-07-24,2028-12-20,NNN
HRE-1071-P1-L8,HRE-1071-P1,"Oconnor, Krause and Lowery",170,2984,3.77,134996,0.0,2024-07-24,2027-10-27,NNN
HRE-1071-P1-L9,HRE-1071-P1,Walker-Salas,180,3587,2.67,114927,0.03,2024-07-24,2028-11-20,NNN
HRE-1071-P1-L10,HRE-1071-P1,Livingston-Wolf,190,3163,3.48,132086,0.025,2024-07-24,2027-06-29,NNN
HRE-1072-P1-L1,HRE-1072-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,1129899,0.02,2023-08-24,2034-06-17,Master Lease
HRE-1073-P1-L1,HRE-1073-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,733244,0.02,2024-07-18,2035-05-12,Master Lease
HRE-1074-P1-L1,HRE-1074-P1,"Berry, Hamilton and Abbott",100,11318,2.66,361270,0.03,2024-07-24,2027-12-26,NNN
HRE-1074-P1-L2,HRE-1074-P1,Cunningham-Riley,110,15128,2.86,519192,0.025,2024-07-24,2030-11-10,NNN
HRE-1074-P1-L3,HRE-1074-P1,"Thomas, Fletcher and Huber",120,14303,2.15,369017,0.03,2024-07-24,2030-07-13,NNN
HRE-1074-P1-L4,HRE-1074-P1,Davis Group,130,11051,2.2,291746,0.02,2024-07-24,2028-02-24,NNN
HRE-1074-P2-L1,HRE-1074-P2,Wilson Inc,100,241,2.88,8328,0.03,2024-07-24,2028-02-24,NNN
HRE-1074-P2-L2,HRE-1074-P2,White-Swanson,110,242,3.4,9873,0.0,2024-07-24,2026-06-04,NNN
HRE-1074-P2-L3,HRE-1074-P2,Harris Ltd,120,295,3.2,11328,0.0,2024-07-24,2030-05-14,NNN
HRE-1074-P2-L4,HRE-1074-P2,"Freeman, Fisher and Sanders",130,252,3.92,11854,0.02,2024-07-24,2026-12-31,NNN
HRE-1074-P2-L5,HRE-1074-P2,Long-Mclean,140,326,2.0,7824,0.02,2024-07-24,2027-01-30,NNN
HRE-1074-P2-L6,HRE-1074-P2,Houston Group,150,295,2.82,9982,0.025,2024-07-24,2030-04-14,NNN
HRE-1074-P2-L7,HRE-1074-P2,Flores-Mcdaniel,160,253,3.45,10474,0.02,2024-07-24,2027-03-31,NNN
HRE-1074-P3-L1,HRE-1074-P3,"Zimmerman, Ferguson and Drake",100,774,3.13,29071,0.025,2024-07-24,2028-10-21,NNN
HRE-1074-P3-L2,HRE-1074-P3,Schroeder-Brady,110,645,3.08,23839,0.025,2024-07-24,2028-08-22,NNN
HRE-1074-P3-L3,HRE-1074-P3,Roberson Inc,120,572,2.3,15787,0.025,2024-07-24,2026-07-04,NNN
HRE-1074-P3-L4,HRE-1074-P3,Cooper-Henderson,130,543,2.19,14270,0.03,2024-07-24,2028-01-25,NNN
HRE-1074-P3-L5,HRE-1074-P3,"Johnson, Wong and Griffin",140,552,2.68,17752,0.0,2024-07-24,2030-03-15,NNN
HRE-1074-P3-L6,HRE-1074-P3,Larson Group,150,679,2.34,19066,0.02,2024-07-24,2027-04-30,NNN
HRE-1074-P3-L7,HRE-1074-P3,Simmons-Jones,160,560,2.8,18816,0.025,2024-07-24,2026-10-02,NNN
HRE-1074-P3-L8,HRE-1074-P3,Mosley LLC,170,627,2.7,20314,0.025,2024-07-24,2027-07-29,NNN
HRE-1074-P4-L1,HRE-1074-P4,Moore Group,100,22,3.92,1034,0.025,2024-07-24,2028-03-25,NNN
HRE-1074-P4-L2,HRE-1074-P4,Weiss Inc,110,18,2.3,496,0.03,2024-07-24,2030-03-15,NNN
HRE-1074-P4-L3,HRE-1074-P4,"Henry, Powell and Mullins",120,16,3.01,577,0.03,2024-07-24,2029-10-16,NNN
HRE-1074-P4-L4,HRE-1074-P4,Griffin-Lee,130,15,3.69,664,0.02,2024-07-24,2028-06-23,NNN
HRE-1074-P4-L5,HRE-1074-P4,"White, Burns and Myers",140,16,3.08,591,0.02,2024-07-24,2028-12-20,NNN
HRE-1074-P4-L6,HRE-1074-P4,"Hamilton, Flynn and Reed",150,19,3.93,896,0.02,2024-07-24,2026-10-02,NNN
HRE-1074-P4-L7,HRE-1074-P4,Peters-Sharp,160,17,2.22,452,0.025,2024-07-24,2027-04-30,NNN
HRE-1074-P4-L8,HRE-1074-P4,Taylor PLC,170,19,2.3,524,0.03,2024-07-24,2026-11-01,NNN
HRE-1074-P5-L1,HRE-1074-P5,Ford-Brown,100,10897,2.36,308603,0.025,2024-07-24,2027-04-30,NNN
HRE-1074-P5-L2,HRE-1074-P5,Webb LLC,110,11796,2.64,373697,0.0,2024-07-24,2026-12-31,NNN
HRE-1074-P5-L3,HRE-1074-P5,Graham-Lamb,120,11021,3.01,398078,0.025,2024-07-24,2029-11-15,NNN
HRE-1074-P5-L4,HRE-1074-P5,Rogers-Patel,130,10168,3.28,400212,0.025,2024-07-24,2028-12-20,NNN
HRE-1074-P5-L5,HRE-1074-P5,Cantrell and Sons,140,12358,3.59,532382,0.025,2024-07-24,2029-06-18,NNN
HRE-1074-P5-L6,HRE-1074-P5,Deleon-Carlson,150,11343,3.93,534935,0.0,2024-07-24,2028-08-22,NNN
HRE-1074-P5-L7,HRE-1074-P5,Ortega-Russell,160,10464,3.59,450789,0.025,2024-07-24,2027-08-28,NNN
HRE-1074-P5-L8,HRE-1074-P5,Yang Inc,170,12112,3.36,488355,0.025,2024-07-24,2027-01-30,NNN
HRE-1074-P6-L1,HRE-1074-P6,Castro-Bates,100,171,2.1,4309,0.0,2024-07-24,2026-07-04,NNN
HRE-1074-P6-L2,HRE-1074-P6,Hunt-Mcdonald,110,130,3.98,6208,0.02,2024-07-24,2026-12-31,NNN
HRE-1074-P6-L3,HRE-1074-P6,"Warner, Lopez and Castillo",120,123,2.7,3985,0.02,2024-07-24,2028-10-21,NNN
HRE-1074-P6-L4,HRE-1074-P6,"Hall, Patterson and Mcmahon",130,125,2.04,3060,0.0,2024-07-24,2029-08-17,NNN
HRE-1074-P6-L5,HRE-1074-P6,"Steele, Burton and Dodson",140,179,2.36,5069,0.0,2024-07-24,2029-10-16,NNN
HRE-1074-P6-L6,HRE-1074-P6,"Maldonado, Williams and Ramirez",150,136,2.84,4634,0.02,2024-07-24,2029-05-19,NNN
HRE-1075-P1-L1,HRE-1075-P1,Beacon Capital OpCo,Entire Facility,0,0.0,791908,0.02,2023-10-08,2034-08-01,Master Lease
HRE-1076-P1-L1,HRE-1076-P1,Midwest Health Ops OpCo,Entire Facility,0,0.0,639841,0.02,2024-08-11,2035-06-05,Master Lease
HRE-1077-P1-L1,HRE-1077-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,70858,0.02,2024-07-27,2035-05-21,Master Lease
HRE-1077-P2-L1,HRE-1077-P2,Silver Care Partners OpCo,Entire Facility,0,0.0,696107,0.02,2024-07-27,2035-05-21,Master Lease
HRE-1077-P3-L1,HRE-1077-P3,Silver Care Partners OpCo,Entire Facility,0,0.0,389536,0.02,2024-07-27,2035-05-21,Master Lease
HRE-1077-P4-L1,HRE-1077-P4,Silver Care Partners OpCo,Entire Facility,0,0.0,88545,0.02,2024-07-27,2035-05-21,Master Lease
HRE-1077-P5-L1,HRE-1077-P5,Silver Care Partners OpCo,Entire Facility,0,0.0,77518,0.02,2024-07-27,2035-05-21,Master Lease
HRE-1077-P6-L1,HRE-1077-P6,Silver Care Partners OpCo,Entire Facility,0,0.0,107011,0.02,2024-07-27,2035-05-21,Master Lease
HRE-1078-P1-L1,HRE-1078-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,612794,0.02,2024-08-22,2035-06-16,Master Lease
HRE-1079-P1-L1,HRE-1079-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,1897423,0.02,2023-08-08,2034-06-01,Master Lease
HRE-1080-P1-L1,HRE-1080-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,234678,0.02,2023-10-09,2034-08-02,Master Lease
HRE-1080-P2-L1,HRE-1080-P2,Apex Healthcare OpCo,Entire Facility,0,0.0,444648,0.02,2023-10-09,2034-08-02,Master Lease
HRE-1080-P3-L1,HRE-1080-P3,Apex Healthcare OpCo,Entire Facility,0,0.0,261999,0.02,2023-10-09,2034-08-02,Master Lease
HRE-1080-P4-L1,HRE-1080-P4,Apex Healthcare OpCo,Entire Facility,0,0.0,717385,0.02,2023-10-09,2034-08-02,Master Lease
HRE-1080-P5-L1,HRE-1080-P5,Apex Healthcare OpCo,Entire Facility,0,0.0,210475,0.02,2023-10-09,2034-08-02,Master Lease
HRE-1081-P1-L1,HRE-1081-P1,Beacon Capital OpCo,Entire Facility,0,0.0,638090,0.02,2023-09-12,2034-07-06,Master Lease
HRE-1082-P1-L1,HRE-1082-P1,Beacon Capital OpCo,Entire Facility,0,0.0,1112845,0.02,2024-08-10,2035-06-04,Master Lease
HRE-1082-P2-L1,HRE-1082-P2,Beacon Capital OpCo,Entire Facility,0,0.0,31503,0.02,2024-08-10,2035-06-04,Master Lease
HRE-1082-P3-L1,HRE-1082-P3,Beacon Capital OpCo,Entire Facility,0,0.0,521798,0.02,2024-08-10,2035-06-04,Master Lease
HRE-1082-P4-L1,HRE-1082-P4,Beacon Capital OpCo,Entire Facility,0,0.0,343945,0.02,2024-08-10,2035-06-04,Master Lease
HRE-1082-P5-L1,HRE-1082-P5,Beacon Capital OpCo,Entire Facility,0,0.0,257389,0.02,2024-08-10,2035-06-04,Master Lease
HRE-1082-P6-L1,HRE-1082-P6,Beacon Capital OpCo,Entire Facility,0,0.0,178037,0.02,2024-08-10,2035-06-04,Master Lease
HRE-1082-P7-L1,HRE-1082-P7,Beacon Capital OpCo,Entire Facility,0,0.0,242935,0.02,2024-08-10,2035-06-04,Master Lease
HRE-1082-P8-L1,HRE-1082-P8,Beacon Capital OpCo,Entire Facility,0,0.0,103368,0.02,2024-08-10,2035-06-04,Master Lease
HRE-1083-P1-L1,HRE-1083-P1,Vasquez Ltd,100,6276,3.18,239492,0.025,2024-07-24,2027-09-27,NNN
HRE-1083-P1-L2,HRE-1083-P1,Osborne Group,110,8065,3.77,364860,0.03,2024-07-24,2027-11-26,NNN
HRE-1083-P1-L3,HRE-1083-P1,Clark PLC,120,6035,2.88,208569,0.0,2024-07-24,2026-07-04,NNN
HRE-1083-P1-L4,HRE-1083-P1,Wheeler Group,130,6194,2.34,173927,0.02,2024-07-24,2029-08-17,NNN
HRE-1083-P1-L5,HRE-1083-P1,Dalton-Kelly,140,8722,2.06,215607,0.025,2024-07-24,2028-11-20,NNN
HRE-1083-P1-L6,HRE-1083-P1,Grimes Ltd,150,8238,3.0,296568,0.02,2024-07-24,2030-11-10,NNN
HRE-1083-P1-L7,HRE-1083-P1,Olson-Brown,160,8713,2.94,307394,0.03,2024-07-24,2030-08-12,NNN
HRE-1083-P1-L8,HRE-1083-P1,Sanders-Phelps,170,8121,2.37,230961,0.02,2024-07-24,2028-08-22,NNN
HRE-1083-P2-L1,HRE-1083-P2,Tucker-Owens,100,2073,3.64,90548,0.02,2024-07-24,2028-03-25,NNN
HRE-1083-P2-L2,HRE-1083-P2,Mitchell-Williams,110,2402,2.81,80995,0.02,2024-07-24,2029-05-19,NNN
HRE-1083-P2-L3,HRE-1083-P2,"Myers, Lyons and Rollins",120,2397,2.69,77375,0.025,2024-07-24,2027-04-30,NNN
HRE-1083-P2-L4,HRE-1083-P2,"Salas, Alvarez and Hinton",130,2124,3.28,83600,0.025,2024-07-24,2028-07-23,NNN
HRE-1083-P2-L5,HRE-1083-P2,Love-Lewis,140,2106,2.85,72025,0.025,2024-07-24,2026-12-31,NNN
HRE-1083-P2-L6,HRE-1083-P2,Daugherty and Sons,150,2513,3.07,92578,0.03,2024-07-24,2026-10-02,NNN
HRE-1083-P2-L7,HRE-1083-P2,"Alvarado, Graham and Cruz",160,2166,3.34,86813,0.025,2024-07-24,2028-02-24,NNN
HRE-1083-P2-L8,HRE-1083-P2,Mccoy Ltd,170,2460,3.49,103024,0.02,2024-07-24,2028-12-20,NNN
HRE-1083-P3-L1,HRE-1083-P3,"Rodriguez, Thomas and Stewart",100,4291,3.97,204423,0.03,2024-07-24,2029-12-15,NNN
HRE-1083-P3-L2,HRE-1083-P3,Martinez and Sons,110,3941,3.73,176399,0.03,2024-07-24,2030-03-15,NNN
HRE-1083-P3-L3,HRE-1083-P3,Chang-Griffin,120,4102,3.71,182621,0.025,2024-07-24,2027-12-26,NNN
HRE-1083-P3-L4,HRE-1083-P3,"Webb, Gallagher and Fields",130,3592,2.5,107760,0.03,2024-07-24,2028-02-24,NNN
HRE-1083-P3-L5,HRE-1083-P3,Gutierrez-Edwards,140,4566,3.93,215332,0.03,2024-07-24,2029-01-19,NNN
HRE-1083-P3-L6,HRE-1083-P3,"Thomas, Boone and Mendez",150,3585,3.4,146268,0.025,2024-07-24,2026-06-04,NNN
HRE-1083-P3-L7,HRE-1083-P3,Evans-Martinez,160,3218,3.63,140176,0.03,2024-07-24,2028-05-24,NNN
HRE-1083-P3-L8,HRE-1083-P3,"Bass, Dunn and Clark",170,4176,2.41,120769,0.0,2024-07-24,2028-06-23,NNN
HRE-1084-P1-L1,HRE-1084-P1,Russell and Sons,100,3618,2.43,105500,0.025,2024-07-24,2026-07-04,NNN
HRE-1084-P1-L2,HRE-1084-P1,Gutierrez and Sons,110,2825,2.1,71190,0.02,2024-07-24,2028-05-24,NNN
HRE-1084-P1-L3,HRE-1084-P1,Washington-Montoya,120,3486,2.22,92867,0.02,2024-07-24,2026-08-03,NNN
HRE-1084-P1-L4,HRE-1084-P1,Avery PLC,130,2936,2.37,83499,0.03,2024-07-24,2028-01-25,NNN
HRE-1084-P1-L5,HRE-1084-P1,Hill PLC,140,2748,3.41,112448,0.02,2024-07-24,2029-05-19,NNN
HRE-1084-P1-L6,HRE-1084-P1,Moore Inc,150,3139,3.52,132591,0.025,2024-07-24,2028-08-22,NNN
HRE-1084-P1-L7,HRE-1084-P1,"Wilson, Cortez and Avila",160,3343,3.8,152440,0.03,2024-07-24,2030-09-11,NNN
HRE-1084-P1-L8,HRE-1084-P1,"Alvarado, Howell and Stevens",170,3433,3.24,133475,0.03,2024-07-24,2026-08-03,NNN
HRE-1084-P1-L9,HRE-1084-P1,Gould-Woodard,180,2831,3.98,135208,0.03,2024-07-24,2028-07-23,NNN
HRE-1084-P1-L10,HRE-1084-P1,Hicks-White,190,3319,2.22,88418,0.03,2024-07-24,2027-12-26,NNN
HRE-1085-P1-L1,HRE-1085-P1,"Salas, King and Taylor",100,8349,2.55,255479,0.025,2024-07-24,2028-10-21,NNN
HRE-1085-P1-L2,HRE-1085-P1,Mcmahon-Pitts,110,9259,3.9,433321,0.02,2024-07-24,2030-01-14,NNN
HRE-1085-P1-L3,HRE-1085-P1,Peck and Sons,120,10335,3.51,435310,0.03,2024-07-24,2030-02-13,NNN
HRE-1085-P1-L4,HRE-1085-P1,Hale PLC,130,9781,3.18,373242,0.0,2024-07-24,2030-01-14,NNN
HRE-1085-P1-L5,HRE-1085-P1,Jimenez LLC,140,8568,2.79,286856,0.02,2024-07-24,2030-04-14,NNN
HRE-1086-P1-L1,HRE-1086-P1,Midwest Health Ops OpCo,Entire Facility,0,0.0,324433,0.02,2024-12-04,2035-09-28,Master Lease
HRE-1086-P2-L1,HRE-1086-P2,Midwest Health Ops OpCo,Entire Facility,0,0.0,749185,0.02,2024-12-04,2035-09-28,Master Lease
HRE-1086-P3-L1,HRE-1086-P3,Midwest Health Ops OpCo,Entire Facility,0,0.0,139280,0.02,2024-12-04,2035-09-28,Master Lease
HRE-1086-P4-L1,HRE-1086-P4,Midwest Health Ops OpCo,Entire Facility,0,0.0,2823,0.02,2024-12-04,2035-09-28,Master Lease
HRE-1086-P5-L1,HRE-1086-P5,Midwest Health Ops OpCo,Entire Facility,0,0.0,462943,0.02,2024-12-04,2035-09-28,Master Lease
HRE-1086-P6-L1,HRE-1086-P6,Midwest Health Ops OpCo,Entire Facility,0,0.0,913925,0.02,2024-12-04,2035-09-28,Master Lease
HRE-1086-P7-L1,HRE-1086-P7,Midwest Health Ops OpCo,Entire Facility,0,0.0,900780,0.02,2024-12-04,2035-09-28,Master Lease
HRE-1087-P1-L1,HRE-1087-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,1238296,0.02,2024-05-04,2035-02-26,Master Lease
HRE-1088-P1-L1,HRE-1088-P1,Beacon Capital OpCo,Entire Facility,0,0.0,1015204,0.02,2024-10-08,2035-08-02,Master Lease
HRE-1089-P1-L1,HRE-1089-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,774034,0.02,2025-01-27,2035-11-21,Master Lease
HRE-1090-P1-L1,HRE-1090-P1,Glover and Sons,100,12563,2.16,325632,0.03,2024-07-24,2027-03-01,NNN
HRE-1090-P1-L2,HRE-1090-P1,Mason PLC,110,13865,2.67,444234,0.02,2024-07-24,2029-09-16,NNN
HRE-1090-P1-L3,HRE-1090-P1,"Castro, Glover and Simmons",120,15760,3.67,694070,0.03,2024-07-24,2027-01-30,NNN
HRE-1091-P1-L1,HRE-1091-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,1013531,0.02,2023-10-05,2034-07-29,Master Lease
HRE-1092-P1-L1,HRE-1092-P1,Midwest Health Ops OpCo,Entire Facility,0,0.0,817149,0.02,2023-12-13,2034-10-06,Master Lease
HRE-1093-P1-L1,HRE-1093-P1,Midwest Health Ops OpCo,Entire Facility,0,0.0,902196,0.02,2023-11-20,2034-09-13,Master Lease
HRE-1093-P2-L1,HRE-1093-P2,Midwest Health Ops OpCo,Entire Facility,0,0.0,823605,0.02,2023-11-20,2034-09-13,Master Lease
HRE-1093-P3-L1,HRE-1093-P3,Midwest Health Ops OpCo,Entire Facility,0,0.0,876616,0.02,2023-11-20,2034-09-13,Master Lease
HRE-1093-P4-L1,HRE-1093-P4,Midwest Health Ops OpCo,Entire Facility,0,0.0,212560,0.02,2023-11-20,2034-09-13,Master Lease
HRE-1093-P5-L1,HRE-1093-P5,Midwest Health Ops OpCo,Entire Facility,0,0.0,315453,0.02,2023-11-20,2034-09-13,Master Lease
HRE-1093-P6-L1,HRE-1093-P6,Midwest Health Ops OpCo,Entire Facility,0,0.0,1056060,0.02,2023-11-20,2034-09-13,Master Lease
HRE-1093-P7-L1,HRE-1093-P7,Midwest Health Ops OpCo,Entire Facility,0,0.0,142027,0.02,2023-11-20,2034-09-13,Master Lease
HRE-1093-P8-L1,HRE-1093-P8,Midwest Health Ops OpCo,Entire Facility,0,0.0,285288,0.02,2023-11-20,2034-09-13,Master Lease
HRE-1094-P1-L1,HRE-1094-P1,Johnson and Sons,100,8158,2.39,233971,0.03,2024-07-24,2028-01-25,NNN
HRE-1094-P1-L2,HRE-1094-P1,Friedman-Farrell,110,10364,3.34,415389,0.02,2024-07-24,2027-03-31,NNN
HRE-1094-P1-L3,HRE-1094-P1,Hunt-Taylor,120,8975,2.73,294021,0.02,2024-07-24,2026-10-02,NNN
HRE-1094-P1-L4,HRE-1094-P1,"Myers, Scott and Garcia",130,10524,2.1,265204,0.0,2024-07-24,2029-11-15,NNN
HRE-1094-P1-L5,HRE-1094-P1,Martin-Dunn,140,10149,2.95,359274,0.03,2024-07-24,2028-09-21,NNN
HRE-1094-P1-L6,HRE-1094-P1,Hickman-Burns,150,9141,3.84,421217,0.025,2024-07-24,2026-06-04,NNN
HRE-1095-P1-L1,HRE-1095-P1,"Cain, Baker and Crawford",100,19545,3.29,771636,0.0,2024-07-24,2027-12-26,NNN
HRE-1095-P1-L2,HRE-1095-P1,"Ward, Mendoza and Mccarthy",110,20364,3.1,757540,0.0,2024-07-24,2030-09-11,NNN
HRE-1095-P1-L3,HRE-1095-P1,"Murray, Gardner and Wang",120,22819,3.18,870773,0.02,2024-07-24,2029-03-20,NNN
HRE-1096-P1-L1,HRE-1096-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,805315,0.02,2023-07-07,2034-04-30,Master Lease
HRE-1097-P1-L1,HRE-1097-P1,Beacon Capital OpCo,Entire Facility,0,0.0,1087271,0.02,2023-10-31,2034-08-24,Master Lease
HRE-1098-P1-L1,HRE-1098-P1,Cameron-Kelly,100,12482,3.59,537724,0.0,2024-07-24,2030-03-15,NNN
HRE-1098-P1-L2,HRE-1098-P1,Conley-Barajas,110,13974,2.58,432635,0.03,2024-07-24,2030-04-14,NNN
HRE-1098-P1-L3,HRE-1098-P1,Ruiz and Sons,120,12390,2.18,324122,0.03,2024-07-24,2028-02-24,NNN
HRE-1098-P1-L4,HRE-1098-P1,Hess-Williams,130,10125,3.75,455625,0.0,2024-07-24,2030-09-11,NNN
HRE-1098-P1-L5,HRE-1098-P1,Peterson-Hebert,140,12495,2.99,448320,0.025,2024-07-24,2027-11-26,NNN
HRE-1098-P1-L6,HRE-1098-P1,"Young, Lowery and Smith",150,12177,3.01,439833,0.02,2024-07-24,2029-07-18,NNN
HRE-1099-P1-L1,HRE-1099-P1,Midwest Health Ops OpCo,Entire Facility,0,0.0,703343,0.02,2023-08-28,2034-06-21,Master Lease
HRE-1100-P1-L1,HRE-1100-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,1111449,0.02,2024-01-27,2034-11-20,Master Lease
HRE-1101-P1-L1,HRE-1101-P1,Beacon Capital OpCo,Entire Facility,0,0.0,104119,0.02,2023-09-22,2034-07-16,Master Lease
HRE-1101-P2-L1,HRE-1101-P2,Beacon Capital OpCo,Entire Facility,0,0.0,154470,0.02,2023-09-22,2034-07-16,Master Lease
HRE-1101-P3-L1,HRE-1101-P3,Beacon Capital OpCo,Entire Facility,0,0.0,27970,0.02,2023-09-22,2034-07-16,Master Lease
HRE-1101-P4-L1,HRE-1101-P4,Beacon Capital OpCo,Entire Facility,0,0.0,1785304,0.02,2023-09-22,2034-07-16,Master Lease
HRE-1101-P5-L1,HRE-1101-P5,Beacon Capital OpCo,Entire Facility,0,0.0,193255,0.02,2023-09-22,2034-07-16,Master Lease
HRE-1101-P6-L1,HRE-1101-P6,Beacon Capital OpCo,Entire Facility,0,0.0,142932,0.02,2023-09-22,2034-07-16,Master Lease
HRE-1102-P1-L1,HRE-1102-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,1182945,0.02,2024-06-15,2035-04-09,Master Lease
HRE-1103-P1-L1,HRE-1103-P1,Peterson-Anderson,100,6768,3.0,243648,0.025,2024-07-24,2029-04-19,NNN
HRE-1103-P1-L2,HRE-1103-P1,Griffin Group,110,7052,2.87,242870,0.025,2024-07-24,2029-01-19,NNN
HRE-1103-P1-L3,HRE-1103-P1,"Bolton, Miller and Foster",120,8285,3.59,356917,0.03,2024-07-24,2030-11-10,NNN
HRE-1103-P1-L4,HRE-1103-P1,Li PLC,130,7861,3.92,369781,0.02,2024-07-24,2028-09-21,NNN
HRE-1103-P1-L5,HRE-1103-P1,Turner-Reed,140,7614,2.44,222937,0.025,2024-07-24,2028-10-21,NNN
HRE-1103-P1-L6,HRE-1103-P1,"Banks, Williams and Sanchez",150,9176,3.38,372178,0.0,2024-07-24,2027-08-28,NNN
HRE-1103-P1-L7,HRE-1103-P1,Moreno-Cherry,160,9016,2.85,308347,0.03,2024-07-24,2030-01-14,NNN
HRE-1103-P1-L8,HRE-1103-P1,Williams-Price,170,8365,2.41,241915,0.03,2024-07-24,2027-01-30,NNN
HRE-1103-P2-L1,HRE-1103-P2,Woodard-Martinez,100,1694,3.67,74603,0.02,2024-07-24,2029-06-18,NNN
