Property_ID,Deal_ID,Address,City,State,Asset_Type,Appraised_Value,Cap_Rate,Detailed_Type
HRE-2024-323-P5,HRE-2024-323,727 Stephanie Lock,East Kimberly,MS,Medical Office,3220000,0.0781,Medical Office
HRE-2024-323-P6,HRE-2024-323,998 Hall Square,Huffburgh,PA,Medical Office,15480000,0.0804,Medical Office
HRE-2024-323-P7,HRE-2024-323,37 Bright Hollow,Haneychester,TN,Medical Office,530000,0.0805,Medical Office
HRE-2024-324-P1,HRE-2024-324,825 Jeff Way,Port James,PW,Medical Office,16100000,0.0771,Medical Office
HRE-2024-325-P1,HRE-2024-325,31 Wright Track,West Cory,NC,Senior Housing,13200000,0.0905,Senior Housing
HRE-2024-326-P1,HRE-2024-326,90 Richardson Mill,Conniechester,VI,Medical Office,19070000,0.0806,Medical Office
HRE-2024-326-P2,HRE-2024-326,339 Hall Lights,Riveraville,ND,Medical Office,23410000,0.082,Medical Office
HRE-2024-326-P3,HRE-2024-326,44 Lisa Ramp,Alvarezborough,HI,Medical Office,3020000,0.0811,Medical Office
HRE-2024-326-P4,HRE-2024-326,525 Duncan Street,Port Eric,GU,Medical Office,17200000,0.0785,Medical Office
HRE-2024-327-P1,HRE-2024-327,462 Hammond Villages,South Jason,OK,Medical Office,10600000,0.0761,Medical Office
HRE-2024-328-P1,HRE-2024-328,243 Sandra Flat,New Victor,MS,Medical Office,25400000,0.0808,Medical Office
HRE-2024-329-P1,HRE-2024-329,174 Curtis Estates,New Elizabeth,NV,Senior Housing,45800000,0.0907,Senior Housing
HRE-2024-330-P1,HRE-2024-330,18 Kevin Mission,East Richard,IL,Medical Office,4600000,0.0792,Medical Office
HRE-2024-330-P2,HRE-2024-330,324 Susan River,Lawsonbury,SD,Medical Office,20090000,0.0789,Medical Office
HRE-2024-330-P3,HRE-2024-330,606 Kelly Burgs,Barberfurt,DC,Medical Office,2880000,0.0783,Medical Office
HRE-2024-330-P4,HRE-2024-330,850 Swanson Inlet,Christopherfort,WY,Medical Office,16370000,0.0801,Medical Office
HRE-2024-330-P5,HRE-2024-330,671 Fox Street,South John,UT,Medical Office,6670000,0.0807,Medical Office
HRE-2024-331-P1,HRE-2024-331,738 Thomas Way,Cynthiaborough,HI,Senior Housing,8730000,0.0916,Senior Housing
HRE-2024-331-P2,HRE-2024-331,515 Patricia Grove,New Debraville,VT,Senior Housing,4870000,0.0901,Senior Housing
HRE-2024-331-P3,HRE-2024-331,345 Robinson Summit,Davidfort,SC,Senior Housing,14300000,0.0913,Senior Housing
HRE-2024-332-P1,HRE-2024-332,733 Crystal Court,North Shannon,OH,Senior Housing,18400000,0.0903,Senior Housing
HRE-2024-333-P1,HRE-2024-333,428 Timothy Trail,Angelicaside,MO,Skilled Nursing,8460000,0.0971,Skilled Nursing
HRE-2024-333-P2,HRE-2024-333,197 Brooke Overpass,Lake James,IN,Skilled Nursing,1520000,0.0983,Skilled Nursing
HRE-2024-333-P3,HRE-2024-333,856 Kimberly Inlet,Matthewview,AL,Skilled Nursing,3160000,0.0958,Skilled Nursing
HRE-2024-333-P4,HRE-2024-333,103 James Key,Jacksonport,CO,Skilled Nursing,3940000,0.0969,Skilled Nursing
HRE-2024-333-P5,HRE-2024-333,80 Carter Forge,East Michaeltown,KY,Skilled Nursing,2440000,0.096,Skilled Nursing
HRE-2024-333-P6,HRE-2024-333,125 Brianna Hills,New Michael,GA,Skilled Nursing,7070000,0.0985,Skilled Nursing
HRE-2024-333-P7,HRE-2024-333,411 Kimberly Brook,North Donnaborough,NM,Skilled Nursing,8210000,0.0979,Skilled Nursing
HRE-2024-333-P8,HRE-2024-333,638 Hanna Loaf,Pruittborough,VA,Skilled Nursing,12930000,0.099,Skilled Nursing
HRE-2024-333-P9,HRE-2024-333,817 Chris Isle,West Brittney,WA,Skilled Nursing,370000,0.0989,Skilled Nursing
HRE-2024-334-P1,HRE-2024-334,354 Michael Heights,Lake Davidside,MH,Skilled Nursing,12300000,0.1146,Skilled Nursing
HRE-2024-335-P1,HRE-2024-335,764 Schmidt Causeway,Brandonborough,MO,Medical Office,2100000,0.0808,Medical Office
HRE-2024-335-P2,HRE-2024-335,823 Lisa Junctions,Feliciaside,SD,Medical Office,2210000,0.0785,Medical Office
HRE-2024-335-P3,HRE-2024-335,986 Perez Ranch,Kathleenport,GA,Medical Office,2700000,0.0803,Medical Office
HRE-2024-335-P4,HRE-2024-335,459 Angela Knoll,Thomasside,WI,Medical Office,4420000,0.079,Medical Office
HRE-2024-335-P5,HRE-2024-335,239 Schneider Garden,Alexandrashire,NE,Medical Office,8430000,0.0789,Medical Office
HRE-2024-335-P6,HRE-2024-335,250 Darryl Inlet,Susantown,MH,Medical Office,16810000,0.0804,Medical Office
HRE-2024-335-P7,HRE-2024-335,44 Morris Plains,Laurenberg,AL,Medical Office,8430000,0.0802,Medical Office
HRE-2024-336-P1,HRE-2024-336,557 Hickman Creek,South Anthony,PA,Senior Housing,20000,0.0873,Senior Housing
HRE-2024-336-P2,HRE-2024-336,775 Allison Plains,Port Carolyn,KS,Senior Housing,3090000,0.0867,Senior Housing
HRE-2024-336-P3,HRE-2024-336,666 Danny Villages,Katherineborough,GU,Senior Housing,7390000,0.0895,Senior Housing
HRE-2024-336-P4,HRE-2024-336,501 Figueroa Centers,Johnsonshire,PW,Senior Housing,3420000,0.0871,Senior Housing
HRE-2024-336-P5,HRE-2024-336,90 Patrick Parks,Markstad,DC,Senior Housing,1460000,0.087,Senior Housing
HRE-2024-336-P6,HRE-2024-336,990 Julia Burg,Andreshire,IA,Senior Housing,720000,0.0892,Senior Housing
HRE-2024-336-P7,HRE-2024-336,805 Strong Crest,Barbaraburgh,KY,Senior Housing,2240000,0.0898,Senior Housing
HRE-2024-336-P8,HRE-2024-336,308 Crosby Valley,South Jason,AK,Senior Housing,3830000,0.0884,Senior Housing
HRE-2024-336-P9,HRE-2024-336,353 Benjamin Harbors,Parkerport,AZ,Senior Housing,2390000,0.0884,Senior Housing
HRE-2024-336-P10,HRE-2024-336,90 Taylor Burg,South Rebecca,GU,Senior Housing,9230000,0.0886,Senior Housing
HRE-2024-336-P11,HRE-2024-336,587 Hebert Summit,Rachelfurt,CT,Senior Housing,210000,0.0895,Senior Housing
HRE-2024-337-P1,HRE-2024-337,431 Michael Radial,New Lauren,IN,Senior Housing,8300000,0.0879,Senior Housing
HRE-2024-338-P1,HRE-2024-338,114 Nicholas Mill,Margaretshire,PR,Senior Housing,17200000,0.0887,Senior Housing
HRE-2024-339-P1,HRE-2024-339,743 Wagner Mission,Vaughnfurt,VT,Medical Office,12100000,0.0722,Medical Office
HRE-2024-340-P1,HRE-2024-340,804 Owens Isle,New Jacobchester,MH,Life Science,11600000,0.0708,Life Science
HRE-2024-341-P1,HRE-2024-341,288 Jeffrey Shoal,Jonathanchester,UT,Life Science,2720000,0.0726,Life Science
HRE-2024-341-P2,HRE-2024-341,808 Jason Meadow,South Dylanfort,ID,Life Science,3080000,0.0723,Life Science
HRE-2024-341-P3,HRE-2024-341,883 Sharon Extension,South Teresa,PA,Life Science,2310000,0.0733,Life Science
HRE-2024-341-P4,HRE-2024-341,703 Yolanda Square,Jasminefort,NJ,Life Science,1680000,0.073,Life Science
HRE-2024-341-P5,HRE-2024-341,60 Sanders Glen,Morrisonmouth,ID,Life Science,1760000,0.0741,Life Science
HRE-2024-341-P6,HRE-2024-341,203 Dyer Ridges,New David,ID,Life Science,1720000,0.0742,Life Science
HRE-2024-341-P7,HRE-2024-341,663 Salazar Neck,Port Debbiestad,IL,Life Science,4680000,0.0737,Life Science
HRE-2024-341-P8,HRE-2024-341,549 Evans Track,North Larryview,FM,Life Science,2360000,0.0746,Life Science
HRE-2024-341-P9,HRE-2024-341,970 Gibson Trace,Caitlinmouth,ID,Life Science,1800000,0.0721,Life Science
HRE-2024-341-P10,HRE-2024-341,316 Murphy Hills,Michaelburgh,DE,Life Science,1550000,0.0741,Life Science
HRE-2024-341-P11,HRE-2024-341,985 Harris Dale,Floresland,PW,Life Science,530000,0.0727,Life Science
HRE-2024-342-P1,HRE-2024-342,62 Klein Squares,East Danielburgh,DC,Life Science,27600000,0.0738,Life Science
HRE-2024-343-P1,HRE-2024-343,481 Campbell Hill,New Monica,WY,Medical Office,24500000,0.0793,Medical Office
HRE-2024-344-P1,HRE-2024-344,180 Martin Garden,West Jorgefurt,NE,Senior Housing,20490000,0.0918,Senior Housing
HRE-2024-344-P2,HRE-2024-344,478 Kathryn Ramp,West Jeff,PW,Senior Housing,20930000,0.0898,Senior Housing
HRE-2024-344-P3,HRE-2024-344,205 Robertson Club,Kimberlyport,CA,Senior Housing,19460000,0.0897,Senior Housing
HRE-2024-344-P4,HRE-2024-344,25 Philip Ports,New Victoria,MO,Senior Housing,15260000,0.0884,Senior Housing
HRE-2024-344-P5,HRE-2024-344,416 Stevens Trail,Davidberg,MH,Senior Housing,33350000,0.0906,Senior Housing
HRE-2024-345-P1,HRE-2024-345,223 Matthew Roads,South Angelica,MN,Life Science,22900000,0.0864,Life Science
HRE-2024-346-P1,HRE-2024-346,290 Adrian Loaf,Lake Linda,KS,Life Science,42900000,0.07,Life Science
HRE-2024-347-P1,HRE-2024-347,910 David Club,South Angel,MS,Medical Office,16800000,0.0815,Medical Office
HRE-2024-348-P1,HRE-2024-348,708 Jamie Forges,Caseyview,IA,Life Science,32900000,0.0751,Life Science
HRE-2024-349-P1,HRE-2024-349,158 Gonzalez Estate,Armstrongfort,HI,Skilled Nursing,28600000,0.1093,Skilled Nursing
HRE-2024-350-P1,HRE-2024-350,996 Solomon Key,Port Georgeland,CO,Medical Office,9900000,0.0815,Medical Office
HRE-2024-351-P1,HRE-2024-351,939 Massey Hollow,New Andrea,MI,Medical Office,10600000,0.0798,Medical Office
HRE-2024-352-P1,HRE-2024-352,188 Richards Roads,South Jason,NE,Senior Housing,8760000,0.087,Senior Housing
HRE-2024-352-P2,HRE-2024-352,614 Chelsea Meadow,North Sean,PA,Senior Housing,19370000,0.0855,Senior Housing
HRE-2024-352-P3,HRE-2024-352,527 Scott Mission,North Mark,KY,Senior Housing,940000,0.086,Senior Housing
HRE-2024-352-P4,HRE-2024-352,105 Emily Mountains,Port John,WY,Senior Housing,2690000,0.0857,Senior Housing
HRE-2024-352-P5,HRE-2024-352,333 Cameron Lodge,Burtonland,WA,Senior Housing,1840000,0.0862,Senior Housing
HRE-2024-352-P6,HRE-2024-352,419 Victoria Pine,West Kim,MI,Senior Housing,29690000,0.0842,Senior Housing
HRE-2024-352-P7,HRE-2024-352,47 Kelly View,Matthewmouth,IA,Senior Housing,2230000,0.0876,Senior Housing
HRE-2024-352-P8,HRE-2024-352,772 Leach Isle,New Melanie,MS,Senior Housing,2120000,0.0873,Senior Housing
HRE-2024-352-P9,HRE-2024-352,9 Ingram Place,West Anne,KS,Senior Housing,740000,0.084,Senior Housing
HRE-2024-353-P1,HRE-2024-353,46 Amber Lodge,Michaelfurt,ND,Medical Office,33700000,0.0788,Medical Office
HRE-2024-354-P1,HRE-2024-354,604 Mark Freeway,New Michaeltown,NH,Medical Office,16200000,0.0811,Medical Office
HRE-2024-355-P1,HRE-2024-355,255 Atkins Turnpike,Guerraport,FM,Medical Office,25700000,0.0809,Medical Office
HRE-2024-356-P1,HRE-2024-356,621 Ward Extension,West Kaylaland,PR,Medical Office,21100000,0.08,Medical Office
HRE-2024-357-P1,HRE-2024-357,469 Contreras Plaza,Melanieville,WI,Medical Office,11280000,0.0742,Medical Office
HRE-2024-357-P2,HRE-2024-357,528 Warner Wells,Youngmouth,MO,Medical Office,420000,0.0733,Medical Office
HRE-2024-357-P3,HRE-2024-357,138 Powers Isle,North Ashley,FL,Medical Office,1520000,0.0745,Medical Office
HRE-2024-357-P4,HRE-2024-357,604 Brian Courts,Hawkinsview,SC,Medical Office,1370000,0.0719,Medical Office
HRE-2024-357-P5,HRE-2024-357,785 Walton Expressway,West Karen,WV,Medical Office,8160000,0.0717,Medical Office
HRE-2024-357-P6,HRE-2024-357,931 Michael River,Rachelfort,NH,Medical Office,1660000,0.0734,Medical Office
HRE-2024-357-P7,HRE-2024-357,781 Sherman Dale,Danielton,PR,Medical Office,350000,0.0724,Medical Office
HRE-2024-357-P8,HRE-2024-357,796 Adams Walk,Romerotown,AK,Medical Office,1340000,0.0715,Medical Office
HRE-2024-358-P1,HRE-2024-358,161 Kathleen Vista,West Victoria,RI,Medical Office,10370000,0.0789,Medical Office
HRE-2024-358-P2,HRE-2024-358,542 Callahan Motorway,Lake Cody,CA,Medical Office,32520000,0.0781,Medical Office
HRE-2024-358-P3,HRE-2024-358,500 Jeffrey Roads,Lake James,WA,Medical Office,5040000,0.0789,Medical Office
HRE-2024-358-P4,HRE-2024-358,368 Amanda Keys,South Ashleyton,WV,Medical Office,46180000,0.0804,Medical Office
HRE-2024-358-P5,HRE-2024-358,628 Calhoun Overpass,Riverastad,MS,Medical Office,35090000,0.0819,Medical Office
HRE-2024-359-P1,HRE-2024-359,530 Jay Stravenue,Lake Ashley,MI,Senior Housing,19600000,0.0899,Senior Housing
HRE-2024-360-P1,HRE-2024-360,835 Trevino Ferry,West Jerry,AL,Medical Office,26100000,0.0807,Medical Office
HRE-2024-361-P1,HRE-2024-361,754 Rodney Canyon,Shawnview,WA,Senior Housing,18600000,0.0765,Senior Housing
HRE-2024-362-P1,HRE-2024-362,951 Smith Brook,South Kelly,NJ,Skilled Nursing,7790000,0.1058,Skilled Nursing
HRE-2024-362-P2,HRE-2024-362,702 Bradley Glens,Robertshire,MS,Skilled Nursing,4600000,0.1043,Skilled Nursing
HRE-2024-362-P3,HRE-2024-362,149 Craig Vista,Bakermouth,MP,Skilled Nursing,2100000,0.1041,Skilled Nursing
HRE-2024-362-P4,HRE-2024-362,963 Shane Meadows,East Joshuaport,NE,Skilled Nursing,890000,0.106,Skilled Nursing
HRE-2024-362-P5,HRE-2024-362,91 Rodriguez Bypass,North Samuel,VT,Skilled Nursing,3750000,0.1049,Skilled Nursing
HRE-2024-362-P6,HRE-2024-362,488 Anthony Knolls,Freemanburgh,WY,Skilled Nursing,2770000,0.1058,Skilled Nursing
HRE-2024-362-P7,HRE-2024-362,513 Sandra Hills,North Kaylafort,DE,Skilled Nursing,24050000,0.1039,Skilled Nursing
HRE-2024-362-P8,HRE-2024-362,728 Stone Roads,Masonview,WV,Skilled Nursing,6930000,0.1028,Skilled Nursing
HRE-2024-363-P1,HRE-2024-363,250 Owens Run,West Stacy,NV,Skilled Nursing,13630000,0.1135,Skilled Nursing
HRE-2024-363-P2,HRE-2024-363,127 Ryan Mountains,Smithville,KY,Skilled Nursing,4390000,0.116,Skilled Nursing
HRE-2024-363-P3,HRE-2024-363,530 Sutton Causeway,New Travis,NJ,Skilled Nursing,8400000,0.1156,Skilled Nursing
HRE-2024-363-P4,HRE-2024-363,360 Johnson Gardens,West Jamieberg,ME,Skilled Nursing,20390000,0.1154,Skilled Nursing
HRE-2024-363-P5,HRE-2024-363,433 Jared Inlet,Loganhaven,VT,Skilled Nursing,2010000,0.1158,Skilled Nursing
HRE-2024-363-P6,HRE-2024-363,580 Stevens Knolls,South Ericfurt,SC,Skilled Nursing,1740000,0.1158,Skilled Nursing
HRE-2024-363-P7,HRE-2024-363,278 Jonathan Motorway,Pereztown,MT,Skilled Nursing,15780000,0.1166,Skilled Nursing
HRE-2024-363-P8,HRE-2024-363,649 Fox Underpass,Woodsside,GA,Skilled Nursing,22860000,0.1131,Skilled Nursing
HRE-2024-364-P1,HRE-2024-364,734 Christina Throughway,North Coreyhaven,VI,Senior Housing,39500000,0.0917,Senior Housing
HRE-2024-365-P1,HRE-2024-365,229 Sheena Neck,New Christinaton,MO,Senior Housing,13940000,0.0905,Senior Housing
HRE-2024-365-P2,HRE-2024-365,332 White Drive,Nicolefurt,MN,Senior Housing,15520000,0.0893,Senior Housing
HRE-2024-365-P3,HRE-2024-365,100 Benjamin Ferry,Wyattside,NV,Senior Housing,3710000,0.0901,Senior Housing
HRE-2024-365-P4,HRE-2024-365,351 Richard Brook,Gomezland,WY,Senior Housing,23550000,0.0887,Senior Housing
HRE-2024-365-P5,HRE-2024-365,1 Marshall Corner,Port Caleb,KS,Senior Housing,35670000,0.0883,Senior Housing
HRE-2024-366-P1,HRE-2024-366,997 Harris Brooks,North Lisa,MS,Senior Housing,18200000,0.0833,Senior Housing
HRE-2024-367-P1,HRE-2024-367,502 Roberts Rest,Morrisonville,SD,Senior Housing,16000000,0.0883,Senior Housing
HRE-2024-368-P1,HRE-2024-368,948 Dunn Cliffs,Kristafurt,IN,Medical Office,2160000,0.0789,Medical Office
HRE-2024-368-P2,HRE-2024-368,126 Kimberly Ridge,Lake Justinshire,OK,Medical Office,19790000,0.0794,Medical Office
HRE-2024-368-P3,HRE-2024-368,527 Joseph Prairie,Lake Samuel,GA,Medical Office,11150000,0.0807,Medical Office
HRE-2024-369-P1,HRE-2024-369,177 Clark Crescent,Maryburgh,TX,Medical Office,9200000,0.0763,Medical Office
HRE-2024-370-P1,HRE-2024-370,489 Deborah Crossing,Nixonborough,WI,Medical Office,20800000,0.0792,Medical Office
HRE-2024-371-P1,HRE-2024-371,817 Martin Divide,Joshuahaven,CA,Senior Housing,15700000,0.0834,Senior Housing
HRE-2024-372-P1,HRE-2024-372,474 Pennington Orchard,Millerville,ID,Senior Housing,18300000,0.0784,Senior Housing
HRE-2024-373-P1,HRE-2024-373,249 Lucero Island,West Daniel,AR,Senior Housing,10900000,0.0912,Senior Housing
HRE-2024-374-P1,HRE-2024-374,841 Nelson Stravenue,North Bonnie,MO,Life Science,39100000,0.0723,Life Science
HRE-2024-375-P1,HRE-2024-375,328 Nicole Cape,Powellville,HI,Medical Office,30100000,0.0683,Medical Office
HRE-2024-376-P1,HRE-2024-376,956 Martinez Road,Tarahaven,MT,Medical Office,12300000,0.0814,Medical Office
HRE-2024-377-P1,HRE-2024-377,784 Jones Branch,East Shannon,WY,Senior Housing,27100000,0.0901,Senior Housing
HRE-2024-378-P1,HRE-2024-378,178 Derrick Underpass,Deckerfort,WY,Medical Office,18300000,0.0783,Medical Office
HRE-2024-379-P1,HRE-2024-379,679 Alexis Ways,Bullockside,SD,Senior Housing,12800000,0.0695,Senior Housing
HRE-2024-380-P1,HRE-2024-380,367 Angel Grove,Douglastown,ME,Senior Housing,31100000,0.0843,Senior Housing
HRE-2024-381-P1,HRE-2024-381,378 Robbins Cape,South Bonnie,CT,Senior Housing,37900000,0.0885,Senior Housing
HRE-2024-382-P1,HRE-2024-382,988 Soto Hollow,Lake Sandraside,OK,Skilled Nursing,8000000,0.1135,Skilled Nursing
HRE-2024-383-P1,HRE-2024-383,94 Torres Station,West Rebeccaview,TN,Medical Office,12500000,0.0812,Medical Office
HRE-2024-384-P1,HRE-2024-384,996 Evans Stream,Grantmouth,WI,Skilled Nursing,22200000,0.0957,Skilled Nursing
HRE-2024-385-P1,HRE-2024-385,943 Baker Road,Lake Laurieburgh,GA,Medical Office,11800000,0.0769,Medical Office
HRE-2024-386-P1,HRE-2024-386,709 Hart Glens,North Jaclynport,AL,Medical Office,15800000,0.0674,Medical Office
HRE-2024-387-P1,HRE-2024-387,49 Gonzalez Mews,Moorehaven,MA,Medical Office,29200000,0.0691,Medical Office
HRE-2024-388-P1,HRE-2024-388,84 James Place,North Janetburgh,MA,Life Science,8330000,0.0822,Life Science
HRE-2024-388-P2,HRE-2024-388,532 Anthony Oval,New Michaelchester,GA,Life Science,33220000,0.0857,Life Science
HRE-2024-388-P3,HRE-2024-388,112 Douglas Crest,Maryshire,CA,Life Science,28480000,0.085,Life Science
HRE-2024-388-P4,HRE-2024-388,325 Shannon Light,North Brandy,NM,Life Science,12970000,0.0838,Life Science
HRE-2024-389-P1,HRE-2024-389,290 Lee Vista,Farmerside,IA,Senior Housing,1960000,0.0916,Senior Housing
HRE-2024-389-P2,HRE-2024-389,875 Howard Mews,Port Melissaside,AS,Senior Housing,18280000,0.0892,Senior Housing
HRE-2024-389-P3,HRE-2024-389,560 Gomez Freeway,Tammymouth,AL,Senior Housing,880000,0.092,Senior Housing
HRE-2024-389-P4,HRE-2024-389,389 Hancock River,Holmesfort,MS,Senior Housing,14480000,0.0898,Senior Housing
HRE-2024-389-P5,HRE-2024-389,886 Spencer View,Dorisburgh,NH,Senior Housing,3410000,0.0898,Senior Housing
HRE-2024-389-P6,HRE-2024-389,865 Ruiz Pass,Port Kristen,MI,Senior Housing,12050000,0.0894,Senior Housing
HRE-2024-389-P7,HRE-2024-389,153 Larson Islands,Bullockshire,FL,Senior Housing,19630000,0.0888,Senior Housing
HRE-2024-390-P1,HRE-2024-390,314 Michael Isle,New Jenniferview,MP,Medical Office,40400000,0.0735,Medical Office
HRE-2024-391-P1,HRE-2024-391,110 Steven Lights,Rogerborough,ME,Senior Housing,25100000,0.075,Senior Housing
HRE-2024-392-P1,HRE-2024-392,956 Keith Squares,Phillipfort,WI,Life Science,6750000,0.0834,Life Science
HRE-2024-392-P2,HRE-2024-392,174 Scott Hollow,Pacefort,NE,Life Science,9490000,0.0845,Life Science
HRE-2024-392-P3,HRE-2024-392,770 Kelly Burg,Mirandamouth,PR,Life Science,2090000,0.0836,Life Science
HRE-2024-392-P4,HRE-2024-392,525 Patrick Way,Codymouth,CO,Life Science,7070000,0.0853,Life Science
HRE-2024-392-P5,HRE-2024-392,508 Christopher Plaza,Marshalltown,SC,Life Science,5060000,0.0822,Life Science
HRE-2024-392-P6,HRE-2024-392,459 Alejandro Springs,Port Kevin,MT,Life Science,9230000,0.0848,Life Science
HRE-2024-393-P1,HRE-2024-393,168 Lang Springs,Bakerstad,MA,Medical Office,15700000,0.0802,Medical Office
HRE-2024-394-P1,HRE-2024-394,309 Sweeney Lakes,North Cynthia,IA,Life Science,4910000,0.0867,Life Science
HRE-2024-394-P2,HRE-2024-394,216 David Route,East Jeffreyside,WA,Life Science,6240000,0.0839,Life Science
HRE-2024-394-P3,HRE-2024-394,512 Robertson Bypass,Mathismouth,CA,Life Science,270000,0.0867,Life Science
HRE-2024-394-P4,HRE-2024-394,63 Donna Lodge,Georgeland,MN,Life Science,760000,0.0837,Life Science
HRE-2024-394-P5,HRE-2024-394,602 Jones Ports,Cameronport,NV,Life Science,4400000,0.0856,Life Science
HRE-2024-394-P6,HRE-2024-394,211 Robert Avenue,West Leslie,ID,Life Science,6260000,0.0853,Life Science
HRE-2024-394-P7,HRE-2024-394,600 April Roads,Katiefurt,OR,Life Science,2160000,0.0857,Life Science
HRE-2024-394-P8,HRE-2024-394,111 Robinson Course,Henryville,HI,Life Science,4580000,0.0858,Life Science
HRE-2024-394-P9,HRE-2024-394,357 Weber Parks,North Kennethberg,LA,Life Science,5560000,0.087,Life Science
HRE-2024-394-P10,HRE-2024-394,872 Theresa Viaduct,Johnsonchester,NJ,Life Science,160000,0.0843,Life Science
HRE-2024-394-P11,HRE-2024-394,727 Jose Estates,North Dianaborough,OH,Life Science,3010000,0.0841,Life Science
HRE-2024-395-P1,HRE-2024-395,255 Castillo Via,East Carmenside,UT,Senior Housing,11300000,0.0915,Senior Housing
HRE-2024-396-P1,HRE-2024-396,342 Susan Locks,Port William,VT,Medical Office,8900000,0.0798,Medical Office
HRE-2024-397-P1,HRE-2024-397,342 Amanda Loaf,Lake Kevinmouth,MO,Life Science,6330000,0.0793,Life Science
HRE-2024-397-P2,HRE-2024-397,84 Davis Ridges,West Kristiberg,IL,Life Science,10980000,0.0758,Life Science
HRE-2024-397-P3,HRE-2024-397,170 Smith Ports,Hallfort,UT,Life Science,3140000,0.0773,Life Science
HRE-2024-397-P4,HRE-2024-397,147 Alyssa Haven,Kimberlyshire,WA,Life Science,18860000,0.0775,Life Science
HRE-2024-397-P5,HRE-2024-397,740 Phillip Ports,Shelleyport,FM,Life Science,3020000,0.0761,Life Science
HRE-2024-397-P6,HRE-2024-397,836 Wilson Ranch,Amandaville,ND,Life Science,6840000,0.0761,Life Science
HRE-2024-397-P7,HRE-2024-397,905 Dougherty Bypass,Hernandezland,ID,Life Science,4960000,0.0759,Life Science
HRE-2024-397-P8,HRE-2024-397,928 Jonathan Point,West Gina,KS,Life Science,11230000,0.0777,Life Science
HRE-2024-397-P9,HRE-2024-397,8 Johnson Cape,Lake Ashley,AS,Life Science,1570000,0.0769,Life Science
HRE-2024-397-P10,HRE-2024-397,300 Jill Way,Port Trevorport,CO,Life Science,7860000,0.0781,Life Science
HRE-2024-397-P11,HRE-2024-397,486 Jones Cliff,Rachelside,CT,Life Science,120000,0.0789,Life Science
HRE-2024-398-P1,HRE-2024-398,295 Foster Ramp,Lake Christopher,DE,Medical Office,2010000,0.0801,Medical Office
HRE-2024-398-P2,HRE-2024-398,832 Stevenson Parkways,South Linda,WV,Medical Office,1510000,0.0781,Medical Office
HRE-2024-398-P3,HRE-2024-398,522 James Curve,South Melinda,MH,Medical Office,2070000,0.079,Medical Office
HRE-2024-398-P4,HRE-2024-398,238 Stacy Rapids,Jonesburgh,MN,Medical Office,3320000,0.0797,Medical Office
HRE-2024-398-P5,HRE-2024-398,948 Swanson Alley,Pamelashire,CO,Medical Office,19590000,0.0815,Medical Office
HRE-2024-399-P1,HRE-2024-399,789 April Turnpike,East Darleneshire,NM,Senior Housing,5930000,0.0879,Senior Housing
HRE-2024-399-P2,HRE-2024-399,40 Mackenzie Station,Cameronchester,MI,Senior Housing,16650000,0.0864,Senior Housing
HRE-2024-399-P3,HRE-2024-399,282 Natalie Isle,Port Katrina,TX,Senior Housing,3520000,0.0875,Senior Housing
HRE-2024-399-P4,HRE-2024-399,210 Conner Motorway,West Robert,RI,Senior Housing,410000,0.0884,Senior Housing
HRE-2024-399-P5,HRE-2024-399,330 Christian Overpass,Juliafurt,DE,Senior Housing,6070000,0.086,Senior Housing
HRE-2024-399-P6,HRE-2024-399,341 David Common,Port Kathleen,MP,Senior Housing,5190000,0.0881,Senior Housing
HRE-2024-399-P7,HRE-2024-399,981 Samantha Roads,Port Catherine,MD,Senior Housing,11980000,0.0871,Senior Housing
HRE-2024-399-P8,HRE-2024-399,896 Kristen Meadow,Elizabethfort,MA,Senior Housing,15850000,0.0866,Senior Housing
HRE-2024-400-P1,HRE-2024-400,626 Traci Pass,Pricetown,NH,Medical Office,9700000,0.0817,Medical Office
HRE-2024-401-P1,HRE-2024-401,752 Kyle Skyway,South Timothy,MS,Medical Office,5280000,0.0794,Medical Office
HRE-2024-401-P2,HRE-2024-401,239 James Meadow,Aprilmouth,LA,Medical Office,30000,0.0799,Medical Office
HRE-2024-401-P3,HRE-2024-401,56 Lawrence Camp,North James,DC,Medical Office,260000,0.0816,Medical Office
HRE-2024-401-P4,HRE-2024-401,690 Ross Spur,Port Johnfort,NH,Medical Office,1540000,0.0801,Medical Office
HRE-2024-401-P5,HRE-2024-401,66 Allison Hollow,Ashleyberg,CT,Medical Office,160000,0.079,Medical Office
HRE-2024-401-P6,HRE-2024-401,472 Vasquez Center,Dawnberg,CA,Medical Office,2130000,0.079,Medical Office
HRE-2024-401-P7,HRE-2024-401,668 April Light,Taylortown,TX,Medical Office,2240000,0.0796,Medical Office
HRE-2024-401-P8,HRE-2024-401,972 Amanda Well,Kendraton,MP,Medical Office,3940000,0.0799,Medical Office
HRE-2024-401-P9,HRE-2024-401,661 Lane Heights,Lake Linda,WI,Medical Office,2020000,0.0811,Medical Office
HRE-2024-401-P10,HRE-2024-401,340 Johnson Harbors,East Eric,IN,Medical Office,650000,0.082,Medical Office
HRE-2024-401-P11,HRE-2024-401,589 Tyler Burgs,North Melissa,OH,Medical Office,3380000,0.0806,Medical Office
HRE-2024-401-P12,HRE-2024-401,809 Smith Branch,North Damon,WV,Medical Office,2870000,0.0818,Medical Office
